qId,year,number,questionType,stem,modelAnswer,tags,status,imageRequired,imageUrls
Q_H30_07,H30,7,essay,"【問題 7】
盛土材料の改良に用いる固化材に関する次の２項目について，それぞれ１つずつ特徴又は施工上の
留意事項を解答欄に記述しなさい。
ただし，(1)と(2)の解答はそれぞれ異なるものとする。

(1)　石灰・石灰系固化材

(2)　セメント・セメント系固化材","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

H30 問題7 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_H30_08,H30,8,essay,"【問題　8】
コンクリート打込みにおける打継目に関する次の２項目について，それぞれ１つずつ施工上の留意
事項を解答欄に記述しなさい。

（1）　打継目を設ける位置

（2）　水平打継目の表面処理","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

H30 問題8 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_H30_09,H30,9,essay,"【問題9】
盛土の締固め管理方式における２つの規定方式に関して，それぞれの規定方式名と締固め管理の方法
について解答欄に記述しなさい。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

H30 問題9 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_H30_10,H30,10,essay,"【問題　１０】
建設工事現場における作業のうち，次の(1)又は(2)のいずれか１つの番号を選び，番号欄に記入した
上で，記入した番号の作業に関して労働者の危険を防止するために，労働安全衛生規則の定めによ
り事業者が実施すべき安全対策について解答欄に５つ記述しなさい。

(1)　明り掘削作業（土止め支保工に関するものは除く）

(2)　型わく支保工の組立て又は解体の作業","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

H30 問題10 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_H30_11,H30,11,essay,"【問題　11】
下図のようなプレキャストボックスカルバートを施工する場合の施工手順が次の表に示されている
が，施工手順①～③のうちから２つ選び，それぞれの番号，該当する工種名及び施工上の具体的な
留意事項（主要機械の操作及び安全管理に関するものは除く）を解答欄に記述しなさい。

プレキャストボックスカルバート（施工延長10 m）
（幅：1.5 m，高さ：1.0 m，長さ：2.0 m，重量：4.5 t）
縦方向連結孔
敷きモルタル
均しコンクリート
砕石基礎
※連結方法　PC 鋼材による縦方向連結型

施工手順番号　工種名　施工上の具体的な留意事項
（主要機械の操作及び安全管理に関するものは除く）
準備工（丁張）　○丁張は，施工図面に従って位置・高さを正確に設置する。
↓
①
（バックホウ）
↓
砕石基礎工　○基礎工は，地下水に留意しドライワークで施工する。
↓
均しコンクリート工　○均しコンクリートの施工にあたって沈下，滑動などが生じないようにする。
↓
敷きモルタル工　○ボックスカルバートの底面と砕石基礎が確実に面で密着するように，敷きモルタルを施工する。
↓
②
（トラッククレーン）
（ジャッキ）
↓
③
（タンパ）
↓
後片づけ工","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

H30 問題11 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備,図表必要",needs_model_answer,true,"[""https://drive.google.com/thumbnail?id=14svz53dOx_VjcDcyE-NPuZgdspFGhaUp&sz=w2000""]"
Q_R1_01,R1,1,essay,"【問題1】あなたが経験した土木工事の現場において、その現場状況から特に留意した品質管理に関して、次の〔設問1〕、〔設問2〕に答えなさい。
〔注意〕あなたが経験した工事でないことが判明した場合は失格となります。

〔設問1〕あなたが経験した土木工事に関し、次の事項について解答欄に明確に記述しなさい。
〔注意〕「経験した土木工事」は、あなたが工事請負者の技術者の場合は、あなたの所属会社が受注した工事内容について記述してください。したがって、あなたの所属会社が二次下請業者の場合は、発注者名は一次下請業者名となります。
なお、あなたの所属が発注機関の場合の発注者名は、所属機関名となります。
(1) 工事名
(2) 工事の内容
  1 発注者名
  2 工事場所
  3 工期
  4 主な工種
  5 施工量
(3) 工事現場における施工管理上のあなたの立場

〔設問2〕上記工事の現場状況から特に留意した品質管理に関し、次の事項について解答欄に具体的に記述しなさい。
(1) 具体的な現場状況と特に留意した技術的課題
(2) 技術的課題を解決するために検討した項目と検討理由及び検討内容
(3) 上記検討の結果、現場で実施した対応処置とその評価","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

この問題は経験記述を含む問題である。実際に担当した土木工事に置き換えて、次の骨子で答案を作る。

1. 工事概要
工事名、発注者名、工事場所、工期、主な工種、施工量、自分の立場を具体的に書く。

2. 技術的課題
現場条件から、品質管理上の技術的課題を1つに絞る。

3. 検討項目
施工方法、使用機械、材料、手順、計測・確認方法、協力会社との調整を具体化する。

4. 対応処置と評価
実施内容、確認記録、是正措置、結果を事実ベースでまとめる。","記述式,必須問題",published,,
Q_R1_02,R1,2,essay,"【問題 2】
軟弱地盤上の盛土施工の留意点に関する次の文章の□の(イ)〜(ホ)に当てはまる適切な語句を
解答欄に記述しなさい。

(1) 準備排水は，施工機械のトラフィカビリティーが確保できるように，軟弱地盤の表面に
    (イ) 排水溝を設けて，表面排水の処理に役立てる。

(2) 軟弱地盤上の盛土では，盛土 (ロ) 付近の沈下量が法肩部付近に比較して大きいので，
    盛土施工中はできるだけ施工面に 4％〜5％ 程度の横断勾配をつけて，表面を平滑に仕上げ，
    雨水の (ハ) を防止する。

(3) 軟弱地盤においては， (ニ) 移動や沈下によって丁張りが移動や傾斜したりすることが
    あるので，盛土施工の途中で盛土形状や寸法のチェックを忘れてはならない。

(4) 盛土荷重による沈下量の大きい区間では，法面勾配を計画勾配で仕上げると，沈下によって
    盛土天端の幅員が不足し， (ホ) 盛土が必要となることが多い。このため，供用後の沈下
    をあらかじめ見込んだ勾配で仕上げ，余裕幅を設けて施工することが望ましい。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R1 問題2 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,必須問題,教師データ未整備",needs_model_answer,,
Q_R1_03,R1,3,essay,"【問題 3】
コンクリート構造物の施工に関する次の文章の □ の(イ)〜(ホ)に当てはまる適切な語句を解答
欄に記述しなさい。

(1) 継目は設計図書に示されている所定の位置に設けなければならないが，施工条件から打継目
を設ける場合は，打継目はできるだけせん断力の □(イ) 位置に設けることを原則とする。

(2) □(ロ) は鉄筋を適切な位置に保持し，所要のかぶりを確保するために，使用箇所に適し
た材質のものを，適切に配置することが重要である。

(3) 組み立てた鉄筋の一部が長時間大気にさらされる場合には，鉄筋の □(ハ) 処理を行う
か，シートなどによる保護を行う。

(4) コンクリート打込み時に型枠に作用するコンクリートの側圧は，一般に打上がり速度が速い
ほど，また，コンクリート温度が低いほど □(ニ) なる。

(5) コンクリートの打込み後の一定期間は，十分な □(ホ) 状態と適当な温度に保ち，かつ有
害な作用の影響を受けないように養生をしなければならない。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R1 問題3 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,必須問題,教師データ未整備",needs_model_answer,,
Q_R1_04,R1,4,essay,"【問題 4】
盛土の品質規定方式及び工法規定方式による締固め管理に関する次の文章の□の(イ)〜(ホ)に
当てはまる適切な語句を解答欄に記述しなさい。

(1)　品質規定方式においては，以下の３つの方法がある。
①基準試験の最大乾燥密度，（イ）を利用する方法
②空気間げき率又は（ロ）を規定する方法
③締め固めた土の（ハ），変形特性を規定する方法

(2)　工法規定方式においては，タスクメータなどにより締固め機械の稼働時間で管理する方法が
従来より行われてきたが，測距・測角が同時に行える（ニ）や GNSS（衛星測位システ
ム）で締固め機械の走行位置をリアルタイムに計測することにより，盛土の（ホ）を管理
する方法も普及してきている。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R1 問題4 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R1_05,R1,5,essay,"【問題　5】
車両系建設機械による労働者の災害防止のため，労働安全衛生規則の定めにより，事業者が実施すべき安全対策に関する次の文章の□の(イ)〜(ホ)に当てはまる適切な語句を解答欄に記述しなさい。

(1) 車両系建設機械を用いて作業を行なうときは，運転中の車両系建設機械に(イ)することにより労働者に危険が生じるおそれのある箇所に，原則として労働者を立ち入らせてはならない。

(2) 車両系建設機械を用いて作業を行なうときは，車両系建設機械の転倒又は転落による労働者の危険を防止するため，当該車両系建設機械の(ロ)について路肩の崩壊を防止すること，地盤の(ハ)を防止すること，必要な幅員を確保すること等必要な措置を講じなければならない。

(3) 車両系建設機械の運転者が運転位置を離れるときは，バケット，ジッパー等の作業装置を地上に下ろさせるとともに，(ニ)を止め，かつ，走行ブレーキをかける等の車両系建設機械の逸走を防止する措置を講じさせなければならない。

(4) 車両系建設機械を，パワー・ショベルによる荷のつり上げ，クラムシェルによる労働者の昇降等当該車両系建設機械の主たる(ホ)以外の(ホ)に原則として使用してはならない。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R1 問題5 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R1_06,R1,6,essay,"【問題 6】
特定建設資材廃棄物の再資源化等の促進のための具体的な方策等に関する次の文章の □ の
（イ）〜（ホ）に当てはまる適切な語句を解答欄に記述しなさい。

（1）コンクリート塊については，破砕，（イ），混合物除去，粒度調整等を行うことによ
り，再生（ロ），再生コンクリート砂等として，道路，港湾，空港，駐車場及び建築物等
の敷地内の舗装の（ハ），建築物等の埋め戻し材又は基礎材，コンクリート用骨材等に利
用することを促進する。

（2）（ニ）については，チップ化し，木質ボード，堆肥等の原材料として利用することを促
進する。これらの利用が技術的な困難性，環境への負荷の程度等の観点から適切でない場合に
は燃料として利用することを促進する。

（3）アスファルト・コンクリート塊については，破砕，（イ），混合物除去，粒度調整等を
行うことにより，（ホ）アスファルト安定処理混合物及び表層基層用（ホ）アスファ
ルト混合物として，道路等の舗装の上層（ハ），基層用材料又は表層用材料に利用するこ
とを促進する。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R1 問題6 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R1_07,R1,7,essay,"【問題 ７】
切土・盛土の法面保護工として実施する次の４つの工法の中から２つ選び，その工法の説明（概
要）と施工上の留意点について，解答欄の（例）を参考にして，それぞれの解答欄に記述しなさ
い。
ただし，工法の説明（概要）及び施工上の留意点の同一解答は不可とする。

• 種子散布工
• 張芝工
• プレキャスト枠工
• ブロック積擁壁工","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R1 問題7 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R1_08,R1,8,essay,"【問題　8】
コンクリート構造物の次の施工時に関して，コンクリートを打ち重ねる場合に，上層と下層を一体
とするための施工上の留意点について，それぞれ1つずつ解答欄に記述しなさい。

(1)　打込み時

(2)　締固め時","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R1 問題8 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R1_09,R1,9,essay,"【問題9】
コンクリート構造物の劣化原因である次の３つの中から２つ選び，施工時における劣化防止対策に
ついて，それぞれ１つずつ解答欄に記述しなさい。
・塩害
・凍害
・アルカリシリカ反応","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R1 問題9 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R1_10,R1,10,essay,"【問題 10】
下図は，移動式クレーンで土止め支保工に用いるＨ型鋼の現場搬入作業を行っている状況である。
この現場において安全管理上必要な労働災害防止対策に関して「クレーン等安全規則」に定められている措置の内容について２つ解答欄に記述しなさい。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R1 問題10 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備,図表必要",needs_model_answer,true,"[""https://drive.google.com/thumbnail?id=1it3AYCCLG9n7n1J81hM5dTTrE-5eZzOg&sz=w2000""]"
Q_R1_11,R1,11,essay,"【問題11】
公共土木工事の施工計画書を作成するにあたり，次の４つの項目の中から２つを選び，施工計画書
に記載すべき内容について，解答欄の（例）を参考にして，それぞれの解答欄に記述しなさい。
ただし，解答欄の（例）と同一内容は不可とする。
• 現場組織表
• 主要資材
• 施工方法
• 安全管理","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R1 問題11 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R2_01,R2,1,essay,"【問題1】あなたが経験した土木工事の現場において、その現場状況から特に留意した品質管理に関して、次の〔設問1〕、〔設問2〕に答えなさい。
〔注意〕あなたが経験した工事でないことが判明した場合は失格となります。

〔設問1〕あなたが経験した土木工事に関し、次の事項について解答欄に明確に記述しなさい。
〔注意〕「経験した土木工事」は、あなたが工事請負者の技術者の場合は、あなたの所属会社が受注した工事内容について記述してください。したがって、あなたの所属会社が二次下請業者の場合は、発注者名は一次下請業者名となります。
なお、あなたの所属が発注機関の場合の発注者名は、所属機関名となります。
(1) 工事名
(2) 工事の内容
  1 発注者名
  2 工事場所
  3 工期
  4 主な工種
  5 施工量
(3) 工事現場における施工管理上のあなたの立場

〔設問2〕上記工事の現場状況から特に留意した品質管理に関し、次の事項について解答欄に具体的に記述しなさい。
(1) 具体的な現場状況と特に留意した技術的課題
(2) 技術的課題を解決するために検討した項目と検討理由及び検討内容
(3) 上記検討の結果、現場で実施した対応処置とその評価","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

この問題は経験記述を含む問題である。実際に担当した土木工事に置き換えて、次の骨子で答案を作る。

1. 工事概要
工事名、発注者名、工事場所、工期、主な工種、施工量、自分の立場を具体的に書く。

2. 技術的課題
現場条件から、品質管理上の技術的課題を1つに絞る。

3. 検討項目
施工方法、使用機械、材料、手順、計測・確認方法、協力会社との調整を具体化する。

4. 対応処置と評価
実施内容、確認記録、是正措置、結果を事実ベースでまとめる。","記述式,必須問題",published,,
Q_R2_02,R2,2,essay,"【問題　2】
建設発生土の有効利用に関する次の文章の□の(イ)〜(ホ)に当てはまる適切な語句を解答欄に
記述しなさい。

(1) 高含水比の材料は，なるべく薄く敷き均した後，十分な放置期間をとり，ばっ気乾燥を行い
使用するか，処理材を(イ)調整し使用する。

(2) 安定が懸念される材料は，盛土法面(ロ)の変更，ジオテキスタイル補強盛土やサンド
イッチ工法の適用や排水処理などの対策を講じるか，あるいはセメントや石灰による安定処理
を行う。

(3) 有用な現場発生土は，可能な限り(ハ)を行い，土羽土として有効利用する。

(4) (ニ)のよい砂質土や礫質土は，排水材料への使用をはかる。

(5) やむを得ずスレーキングしやすい材料を盛土の路体に用いる場合には，施工後の圧縮
(ホ)を軽減するために，空気間隙率が所定の基準内となるように締め固めることが望ま
しい。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R2 問題2 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,必須問題,教師データ未整備",needs_model_answer,,
Q_R2_03,R2,3,essay,"【問題　3】
コンクリートの混和材料に関する次の文章の□の(イ)〜(ホ)に当てはまる適切な語句を解答欄
に記述しなさい。
(1) (イ)は，水和熱による温度上昇の低減，長期材齢における強度増進など，優れた効果
が期待でき，一般にはⅡ種が用いられることが多い混和材である。
(2) 膨張材は，乾燥収縮や硬化収縮に起因する(ロ)の発生を低減できることなど優れた効
果が得られる。
(3) (ハ)微粉末は，硫酸，硫酸塩や海水に対する化学抵抗性の改善，アルカリシリカ反応
の抑制，高強度を得ることができる混和材である。
(4) 流動化剤は，主として運搬時間が長い場合に，流動化後の(ニ)ロスを低減させる混和
剤である。
(5) 高性能(ホ)は，ワーカビリティーや圧送性の改善，単位水量の低減，耐凍害性の向
上，水密性の改善など，多くの効果が期待でき，標準形と遅延形の2種類に分けられる混和剤
である。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R2 問題3 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,必須問題,教師データ未整備",needs_model_answer,,
Q_R2_04,R2,4,essay,"【問題 4】
コンクリートの打込み，締固め，養生における品質管理に関する次の文章の□の（イ）～（ホ）に
当てはまる適切な語句又は数値を解答欄に記述しなさい。

(1) コンクリートを2層以上に分けて打ち込む場合，上層と下層が一体となるように施工しなければならない。また，許容打重ね時間間隔は，外気温25 ℃以下では（イ）時間以内を標準とする。

(2) （ロ）が多いコンクリートでは，型枠を取り外した後，コンクリート表面に砂すじを生じることがあるため，（ロ）の少ないコンクリートとなるように配合を見直す必要がある。

(3) 壁とスラブとが連続しているコンクリート構造物などでは，コンクリートは断面の変わる箇所でいったん打ち止め，そのコンクリートの（ハ）が落ち着いてから上層コンクリートを打ち込む。

(4) コンクリートの締固めにおいて，棒状バイブレータは，なるべく鉛直に一様な間隔で差し込む。その間隔は，一般に（ニ）cm 以下にするとよい。

(5) コンクリートの養生の目的は，（ホ）状態に保つこと，温度を制御すること，及び有害な作用に対して保護することである。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R2 問題4 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R2_05,R2,5,essay,"【問題 5】
労働安全衛生規則に定められている，事業者の行う足場等の点検時期，点検事項及び安全基準に関
する次の文章の□の(イ)〜(ホ)に当てはまる適切な語句又は数値を解答欄に記述しなさい。

(1)　足場における作業を行うときは，その日の作業を開始する前に，足場用墜落防止設備の取り
外し及び(イ)の有無について点検し，異常を認めたときは，直ちに補修しなければなら
ない。

(2)　強風，大雨，大雪等の悪天候若しくは(ロ)以上の地震等の後において，足場における
作業を行うときは，作業を開始する前に点検し，異常を認めたときは，直ちに補修しなければ
ならない。

(3)　鋼製の足場の材料は，著しい損傷，(ハ)又は腐食のあるものを使用してはならない。

(4)　架設通路で，墜落の危険のある箇所には，高さ 85 cm 以上の(ニ)又はこれと同等以
上の機能を有する設備を設ける。

(5)　足場における高さ 2 m 以上の作業場所で足場板を使用する場合，作業床の幅は
(ホ) cm 以上で，床材間の隙間は，3 cm 以下とする。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R2 問題5 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R2_06,R2,6,essay,"【問題6】
土木工事の施工計画作成時に留意すべき事項について，次の文章の（イ）〜（ホ）に当てはま
る適切な語句を解答欄に記述しなさい。
⑴施工計画は，施工条件などを十分に把握したうえで，（イ），資機材，労務などの一般
的事項のほか，工事の難易度を評価する項目を考慮し，工事の（ロ）施工が確保されるよ
うに総合的な視点で作成すること。
⑵関係機関などとの協議・調整が必要となるような工事では，その協議・調整内容をよく把握
し，特に都市内工事にあっては，（ハ）災害防止上の（ロ）確保に十分留意するこ
と。
⑶現場における組織編成及び（ニ），指揮命令系統が明確なものであること。
⑷作業員については，必要人員を確保するとともに，技術・技能のある人員を確保すること。
やむを得ず不足が生じる時は，施工計画，（イ），施工体制，施工機械などについて，対
応策を検討すること。
⑸工事による作業場所及びその周辺への振動，騒音，水質汚濁，粉じんなどを考慮した
（ホ）対策を講じること。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R2 問題6 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R2_07,R2,7,essay,"【問題 7】
切土法面排水に関する次の(1)，(2)の項目について，それぞれ１つずつ解答欄に記述しなさい。
(1) 切土法面排水の目的
(2) 切土法面施工時における排水処理の留意点","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R2 問題7 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R2_08,R2,8,essay,"【問題　8】
コンクリート打込み後に発生する，次のひび割れの発生原因と施工現場における防止対策をそれぞれ１つずつ解答欄に記述しなさい。
ただし，材料に関するものは除く。

(1)　初期段階に発生する沈みひび割れ

(2)　マスコンクリートの温度ひび割れ","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R2 問題8 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R2_09,R2,9,essay,"【問題9】
盛土の締固め管理方式における２つの規定方式に関して，それぞれの規定方式名と締固め管理の方
法について解答欄に記述しなさい。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R2 問題9 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
